view_date,doctor_id,facility_id,channel
2024-03-24,D0240,F174,Webinar
2024-05-02,D0240,F174,Webinar
2024-05-03,D0240,F174,Webinar
2024-10-04,D0240,F174,Webinar
2024-12-31,D0240,F174,Webinar
2025-03-17,D0240,F174,Webinar
2025-04-14,D0240,F174,Webinar
2025-06-15,D0240,F174,Webinar
2025-07-08,D0240,F174,Webinar
2025-07-15,D0240,F174,Webinar
2025-08-16,D0240,F174,Webinar
2025-12-17,D0135,F128,web講演会
2023-10-05,D0052,F052,web講演会
2023-11-03,D0052,F052,web講演会
2023-11-22,D0052,F052,web講演会
2023-12-16,D0052,F052,e-contents
2024-01-08,D0052,F052,e-contents
2024-01-25,D0052,F052,e-contents
2023-12-22,D0169,F145,e-contents
2024-03-17,D0169,F145,e-contents
2024-03-26,D0169,F145,e-contents
2024-04-09,D0169,F145,e-contents
2024-05-06,D0169,F145,e-contents
2024-05-15,D0169,F145,e-contents
2024-05-24,D0169,F145,e-contents
2024-06-03,D0169,F145,e-contents
2024-07-21,D0169,F145,e-contents
2024-08-01,D0169,F145,e-contents
2024-08-08,D0169,F145,e-contents
2024-08-29,D0169,F145,e-contents
2024-08-31,D0169,F145,e-contents
2024-10-21,D0169,F145,e-contents
2024-10-25,D0169,F145,e-contents
2024-12-06,D0169,F145,e-contents
2025-01-31,D0169,F145,e-contents
2025-03-29,D0169,F145,e-contents
2025-05-25,D0169,F145,e-contents
2025-06-11,D0169,F145,e-contents
2025-07-07,D0169,F145,e-contents
2025-09-13,D0169,F145,e-contents
2025-10-29,D0169,F145,e-contents
2025-12-19,D0169,F145,e-contents
2025-12-28,D0169,F145,e-contents
2024-05-06,D0169,F145,web講演会
2024-06-07,D0169,F145,web講演会
2025-04-02,D0169,F145,web講演会
2025-04-08,D0169,F145,web講演会
2025-05-16,D0169,F145,web講演会
2025-05-27,D0169,F145,web講演会
2025-05-29,D0169,F145,web講演会
2025-08-21,D0169,F145,web講演会
2025-09-07,D0169,F145,web講演会
2025-09-22,D0169,F145,web講演会
2025-10-07,D0169,F145,web講演会
2025-10-11,D0169,F145,web講演会
2025-12-11,D0169,F145,web講演会
2023-09-12,D0205,F162,e-contents
2023-12-12,D0205,F162,e-contents
2024-01-30,D0205,F162,e-contents
2024-05-27,D0205,F162,e-contents
2024-06-12,D0205,F162,e-contents
2024-10-05,D0205,F162,e-contents
2024-12-02,D0205,F162,e-contents
2024-12-26,D0205,F162,e-contents
2025-01-04,D0205,F162,e-contents
2025-03-19,D0205,F162,e-contents
2025-05-05,D0205,F162,e-contents
2025-08-04,D0205,F162,e-contents
2025-10-03,D0205,F162,e-contents
2025-10-28,D0205,F162,e-contents
2025-12-07,D0205,F162,e-contents
2025-12-23,D0205,F162,e-contents
2024-02-01,D0025,F025,e-contents
2024-03-13,D0025,F025,e-contents
2024-05-27,D0025,F025,e-contents
2024-06-05,D0025,F025,e-contents
2024-06-28,D0025,F025,e-contents
2024-08-09,D0025,F025,e-contents
2024-09-17,D0025,F025,e-contents
2024-09-20,D0025,F025,e-contents
2024-09-28,D0025,F025,e-contents
2024-11-02,D0025,F025,e-contents
2024-11-28,D0025,F025,e-contents
2024-12-13,D0025,F025,e-contents
2025-02-13,D0025,F025,e-contents
2025-03-16,D0025,F025,e-contents
2025-03-31,D0025,F025,e-contents
2025-06-11,D0025,F025,e-contents
2024-04-21,D0025,F025,Webinar
2024-05-03,D0025,F025,Webinar
2024-05-05,D0025,F025,Webinar
2024-05-09,D0025,F025,Webinar
2024-05-20,D0025,F025,Webinar
2024-09-14,D0025,F025,Webinar
2024-09-16,D0025,F025,Webinar
2025-02-25,D0025,F025,Webinar
2025-04-21,D0025,F025,Webinar
2025-06-27,D0025,F025,Webinar
2025-07-30,D0025,F025,Webinar
2024-01-25,D0137,F129,e-contents
2024-02-08,D0137,F129,e-contents
2024-02-28,D0137,F129,e-contents
2024-05-09,D0137,F129,e-contents
2024-05-16,D0137,F129,e-contents
2024-07-10,D0137,F129,e-contents
2024-09-02,D0137,F129,e-contents
2024-09-25,D0137,F129,e-contents
2024-10-21,D0137,F129,e-contents
2024-11-01,D0137,F129,e-contents
2024-12-20,D0137,F129,e-contents
2025-01-04,D0137,F129,e-contents
2025-02-15,D0137,F129,e-contents
2025-07-31,D0137,F129,e-contents
2025-08-14,D0137,F129,e-contents
2025-08-27,D0137,F129,e-contents
2025-09-07,D0137,F129,e-contents
2025-10-16,D0137,F129,e-contents
2025-11-24,D0137,F129,e-contents
2025-12-15,D0137,F129,e-contents
2024-06-17,D0137,F129,Webinar
2024-07-31,D0137,F129,Webinar
2024-10-04,D0137,F129,Webinar
2024-11-12,D0137,F129,Webinar
2025-01-26,D0137,F129,Webinar
2025-02-06,D0137,F129,Webinar
2025-03-11,D0137,F129,Webinar
2025-03-27,D0137,F129,Webinar
2025-04-08,D0137,F129,Webinar
2025-04-17,D0137,F129,Webinar
2025-05-08,D0137,F129,Webinar
2025-07-14,D0137,F129,Webinar
2025-09-24,D0137,F129,Webinar
2025-10-12,D0137,F129,Webinar
2025-11-04,D0137,F129,Webinar
2025-12-14,D0137,F129,Webinar
2023-09-08,D0137,F129,web講演会
2023-10-06,D0137,F129,web講演会
2023-11-04,D0137,F129,web講演会
2024-01-21,D0137,F129,web講演会
2024-02-01,D0137,F129,web講演会
2024-04-24,D0137,F129,web講演会
2024-05-10,D0137,F129,web講演会
2024-06-06,D0137,F129,web講演会
2025-02-15,D0137,F129,web講演会
2025-03-18,D0137,F129,web講演会
2025-04-17,D0137,F129,web講演会
2025-06-04,D0137,F129,web講演会
2025-08-11,D0137,F129,web講演会
2025-09-24,D0137,F129,web講演会
2025-10-12,D0137,F129,web講演会
2025-12-06,D0137,F129,web講演会
2023-04-27,D0096,F096,e-contents
2023-05-26,D0096,F096,e-contents
2023-06-16,D0096,F096,e-contents
2023-07-29,D0096,F096,e-contents
2023-09-03,D0096,F096,e-contents
2023-10-10,D0096,F096,e-contents
2023-11-04,D0096,F096,e-contents
2023-05-26,D0096,F096,web講演会
2023-06-19,D0096,F096,web講演会
2023-07-22,D0096,F096,web講演会
2023-08-30,D0096,F096,web講演会
2023-09-09,D0096,F096,web講演会
2023-09-10,D0096,F096,web講演会
2023-09-27,D0096,F096,web講演会
2023-10-02,D0096,F096,web講演会
2023-12-14,D0096,F096,web講演会
2024-01-16,D0096,F096,web講演会
2024-06-16,D0096,F096,web講演会
2024-08-07,D0096,F096,web講演会
2024-10-25,D0096,F096,web講演会
2023-04-18,D0096,F096,Webinar
2023-05-25,D0096,F096,Webinar
2023-06-06,D0096,F096,Webinar
2023-07-21,D0096,F096,Webinar
2024-06-16,D0096,F096,Webinar
2024-06-21,D0096,F096,Webinar
2024-07-21,D0096,F096,Webinar
2024-08-03,D0096,F096,Webinar
2024-08-05,D0096,F096,Webinar
2024-02-19,D0263,F181,Webinar
2024-04-12,D0263,F181,Webinar
2024-04-28,D0263,F181,Webinar
2024-06-15,D0263,F181,Webinar
2024-07-08,D0263,F181,Webinar
2024-09-06,D0263,F181,Webinar
2024-09-08,D0263,F181,Webinar
2024-09-15,D0263,F181,Webinar
2024-10-31,D0263,F181,Webinar
2025-02-04,D0263,F181,Webinar
2024-08-22,D0313,F195,web講演会
2024-09-18,D0313,F195,web講演会
2024-10-20,D0313,F195,web講演会
2024-11-27,D0313,F195,web講演会
2024-12-02,D0313,F195,web講演会
2024-12-19,D0313,F195,web講演会
2025-02-17,D0313,F195,web講演会
2025-03-19,D0313,F195,web講演会
2025-04-03,D0313,F195,web講演会
2025-05-20,D0313,F195,web講演会
2025-05-21,D0313,F195,web講演会
2025-06-12,D0313,F195,web講演会
2025-08-05,D0313,F195,web講演会
2025-10-15,D0313,F195,web講演会
2025-12-03,D0313,F195,web講演会
2025-12-29,D0313,F195,web講演会
2024-02-18,D0313,F195,Webinar
2024-03-05,D0313,F195,Webinar
2024-05-20,D0313,F195,Webinar
2024-05-28,D0313,F195,Webinar
2024-07-06,D0313,F195,Webinar
2024-09-15,D0313,F195,Webinar
2024-12-14,D0313,F195,Webinar
2024-12-16,D0313,F195,Webinar
2024-12-19,D0313,F195,Webinar
2024-12-31,D0313,F195,Webinar
2025-03-04,D0313,F195,Webinar
2025-03-21,D0313,F195,Webinar
2025-05-11,D0313,F195,Webinar
2025-06-14,D0313,F195,Webinar
2025-09-29,D0313,F195,Webinar
2025-12-17,D0313,F195,Webinar
2025-12-27,D0313,F195,Webinar
2024-10-20,D0313,F195,e-contents
2024-10-29,D0313,F195,e-contents
2025-01-31,D0313,F195,e-contents
2025-04-11,D0313,F195,e-contents
2025-05-05,D0313,F195,e-contents
2025-07-11,D0313,F195,e-contents
2025-09-30,D0313,F195,e-contents
2025-10-02,D0313,F195,e-contents
2025-10-12,D0313,F195,e-contents
2025-11-28,D0313,F195,e-contents
2023-04-17,D0159,F140,Webinar
2023-07-30,D0159,F140,Webinar
2023-08-31,D0159,F140,Webinar
2023-12-21,D0159,F140,Webinar
2023-12-27,D0159,F140,Webinar
2024-03-08,D0159,F140,Webinar
2024-03-30,D0159,F140,Webinar
2024-04-27,D0159,F140,Webinar
2024-05-09,D0159,F140,Webinar
2024-05-19,D0159,F140,Webinar
2024-05-30,D0159,F140,Webinar
2024-06-28,D0014,F014,e-contents
2024-07-11,D0014,F014,e-contents
2024-07-25,D0014,F014,e-contents
2024-09-25,D0014,F014,e-contents
2025-04-02,D0014,F014,e-contents
2024-01-23,D0014,F014,Webinar
2024-05-05,D0014,F014,Webinar
2024-05-07,D0014,F014,Webinar
2024-07-17,D0014,F014,Webinar
2024-07-24,D0014,F014,Webinar
2024-09-19,D0014,F014,Webinar
2024-11-27,D0014,F014,Webinar
2025-01-16,D0014,F014,Webinar
2025-02-05,D0014,F014,Webinar
2025-02-26,D0014,F014,Webinar
2024-04-20,D0170,F145,Webinar
2024-06-04,D0170,F145,Webinar
2024-06-16,D0170,F145,Webinar
2024-07-04,D0170,F145,Webinar
2024-09-04,D0170,F145,Webinar
2024-09-15,D0170,F145,Webinar
2024-11-22,D0170,F145,Webinar
2024-12-18,D0170,F145,Webinar
2024-12-31,D0170,F145,Webinar
2025-01-04,D0170,F145,Webinar
2025-01-16,D0170,F145,Webinar
2025-04-11,D0170,F145,Webinar
2025-04-13,D0170,F145,Webinar
2025-04-15,D0170,F145,Webinar
2025-06-07,D0170,F145,Webinar
2025-07-12,D0170,F145,Webinar
2025-08-07,D0170,F145,Webinar
2025-08-20,D0170,F145,Webinar
2025-09-29,D0170,F145,Webinar
2025-10-10,D0170,F145,Webinar
2024-04-04,D0170,F145,e-contents
2024-05-07,D0170,F145,e-contents
2024-05-31,D0170,F145,e-contents
2024-06-08,D0170,F145,e-contents
2024-07-02,D0170,F145,e-contents
2024-10-09,D0170,F145,e-contents
2025-01-16,D0170,F145,e-contents
2025-02-10,D0170,F145,e-contents
2025-02-17,D0170,F145,e-contents
2025-04-06,D0170,F145,e-contents
2025-06-25,D0170,F145,e-contents
2025-06-30,D0170,F145,e-contents
2025-09-12,D0170,F145,e-contents
2025-09-28,D0170,F145,e-contents
2023-06-23,D0170,F145,web講演会
2023-08-31,D0170,F145,web講演会
2023-09-01,D0170,F145,web講演会
2023-10-07,D0170,F145,web講演会
2023-10-24,D0170,F145,web講演会
2023-12-18,D0170,F145,web講演会
2024-01-01,D0170,F145,web講演会
2024-03-22,D0170,F145,web講演会
2024-05-29,D0170,F145,web講演会
2024-05-31,D0170,F145,web講演会
2024-06-25,D0170,F145,web講演会
2024-10-12,D0170,F145,web講演会
2024-11-11,D0170,F145,web講演会
2025-03-07,D0170,F145,web講演会
2025-03-20,D0170,F145,web講演会
2025-03-24,D0170,F145,web講演会
2025-08-10,D0170,F145,web講演会
2025-08-22,D0170,F145,web講演会
2025-11-14,D0170,F145,web講演会
2023-05-18,D0078,F078,Webinar
2023-07-14,D0078,F078,Webinar
2023-11-28,D0078,F078,Webinar
2024-01-06,D0078,F078,Webinar
2024-01-07,D0078,F078,Webinar
2024-03-21,D0078,F078,Webinar
2024-03-25,D0078,F078,Webinar
2024-04-14,D0078,F078,Webinar
2024-07-02,D0078,F078,Webinar
2024-08-25,D0078,F078,Webinar
2024-12-16,D0078,F078,Webinar
2023-04-09,D0078,F078,web講演会
2023-04-29,D0078,F078,web講演会
2023-06-23,D0078,F078,web講演会
2023-06-25,D0078,F078,web講演会
2023-10-12,D0078,F078,web講演会
2023-11-15,D0078,F078,web講演会
2023-12-20,D0078,F078,web講演会
2024-01-31,D0078,F078,web講演会
2024-02-20,D0078,F078,web講演会
2024-03-18,D0078,F078,web講演会
2024-03-24,D0078,F078,web講演会
2024-06-13,D0078,F078,web講演会
2025-11-03,D0071,F071,web講演会
2025-10-15,D0071,F071,Webinar
2025-11-19,D0193,F157,e-contents
2025-10-28,D0193,F157,web講演会
2025-11-15,D0193,F157,web講演会
2024-08-03,D0160,F140,Webinar
2024-09-16,D0160,F140,Webinar
2024-10-20,D0160,F140,Webinar
2024-11-01,D0160,F140,Webinar
2025-03-01,D0160,F140,Webinar
2025-03-03,D0160,F140,Webinar
2025-04-02,D0160,F140,Webinar
2025-05-13,D0160,F140,Webinar
2025-08-16,D0160,F140,Webinar
2025-09-04,D0160,F140,Webinar
2025-09-10,D0160,F140,Webinar
2025-10-17,D0160,F140,Webinar
2025-10-23,D0160,F140,Webinar
2025-10-29,D0160,F140,Webinar
2025-12-16,D0160,F140,Webinar
2024-07-13,D0160,F140,e-contents
2024-08-18,D0160,F140,e-contents
2024-09-18,D0160,F140,e-contents
2024-11-02,D0160,F140,e-contents
2024-11-05,D0160,F140,e-contents
2025-02-05,D0160,F140,e-contents
2025-02-10,D0160,F140,e-contents
2025-07-11,D0160,F140,e-contents
2025-08-02,D0160,F140,e-contents
2025-08-30,D0160,F140,e-contents
2025-09-15,D0160,F140,e-contents
2025-10-13,D0160,F140,e-contents
2025-11-22,D0160,F140,e-contents
2023-10-14,D0160,F140,web講演会
2023-11-26,D0160,F140,web講演会
2024-01-26,D0160,F140,web講演会
2024-02-10,D0160,F140,web講演会
2024-04-30,D0160,F140,web講演会
2024-05-07,D0160,F140,web講演会
2024-05-25,D0160,F140,web講演会
2024-06-22,D0160,F140,web講演会
2024-09-06,D0160,F140,web講演会
2024-09-21,D0160,F140,web講演会
2024-09-29,D0160,F140,web講演会
2024-10-09,D0160,F140,web講演会
2024-10-22,D0160,F140,web講演会
2025-01-17,D0160,F140,web講演会
2025-01-23,D0160,F140,web講演会
2025-05-08,D0160,F140,web講演会
2025-06-19,D0160,F140,web講演会
2025-06-24,D0160,F140,web講演会
2025-07-02,D0160,F140,web講演会
2025-08-30,D0160,F140,web講演会
2025-09-16,D0160,F140,web講演会
2025-09-25,D0160,F140,web講演会
2025-10-18,D0160,F140,web講演会
2025-12-08,D0160,F140,web講演会
2023-05-15,D0244,F175,Webinar
2023-07-22,D0244,F175,Webinar
2023-10-27,D0244,F175,Webinar
2023-12-12,D0244,F175,Webinar
2024-01-05,D0244,F175,Webinar
2024-01-25,D0244,F175,Webinar
2024-03-13,D0244,F175,Webinar
2024-05-07,D0244,F175,Webinar
2024-05-13,D0244,F175,Webinar
2024-05-14,D0244,F175,Webinar
2024-07-12,D0244,F175,Webinar
2024-10-05,D0244,F175,Webinar
2025-02-10,D0244,F175,Webinar
2025-02-25,D0244,F175,Webinar
2025-04-21,D0244,F175,Webinar
2023-05-11,D0244,F175,web講演会
2023-06-11,D0244,F175,web講演会
2023-06-17,D0244,F175,web講演会
2023-08-12,D0244,F175,web講演会
2023-08-15,D0244,F175,web講演会
2023-08-26,D0244,F175,web講演会
2023-08-27,D0244,F175,web講演会
2023-11-13,D0244,F175,web講演会
2023-12-27,D0244,F175,web講演会
2024-02-16,D0244,F175,web講演会
2024-02-20,D0244,F175,web講演会
2024-03-06,D0244,F175,web講演会
2024-03-10,D0244,F175,web講演会
2024-03-15,D0244,F175,web講演会
2024-04-25,D0244,F175,web講演会
2024-06-08,D0244,F175,web講演会
2023-08-16,D0321,F197,Webinar
2023-09-15,D0321,F197,Webinar
2023-09-22,D0321,F197,Webinar
2023-11-22,D0321,F197,Webinar
2024-02-20,D0321,F197,Webinar
2024-04-15,D0321,F197,Webinar
2024-04-20,D0321,F197,Webinar
2024-05-23,D0321,F197,Webinar
2024-05-28,D0321,F197,Webinar
2024-07-09,D0321,F197,Webinar
2024-07-21,D0321,F197,Webinar
2024-05-20,D0066,F066,e-contents
2024-07-17,D0066,F066,e-contents
2024-10-19,D0066,F066,e-contents
2024-11-07,D0066,F066,e-contents
2024-11-28,D0066,F066,e-contents
2024-12-04,D0066,F066,e-contents
2024-12-28,D0066,F066,e-contents
2024-12-31,D0066,F066,e-contents
2025-01-21,D0066,F066,e-contents
2025-03-13,D0066,F066,e-contents
2025-04-03,D0066,F066,e-contents
2025-04-07,D0066,F066,e-contents
2025-04-19,D0066,F066,e-contents
2025-06-18,D0066,F066,e-contents
2025-08-19,D0066,F066,e-contents
2025-09-10,D0066,F066,e-contents
2025-10-27,D0066,F066,e-contents
2025-11-07,D0066,F066,e-contents
2025-12-30,D0066,F066,e-contents
2023-06-26,D0066,F066,web講演会
2023-09-24,D0066,F066,web講演会
2024-01-09,D0066,F066,web講演会
2024-03-12,D0066,F066,web講演会
2024-05-29,D0066,F066,web講演会
2024-06-07,D0066,F066,web講演会
2024-07-23,D0066,F066,web講演会
2024-08-13,D0066,F066,web講演会
2024-12-27,D0066,F066,web講演会
2025-01-30,D0066,F066,web講演会
2025-02-07,D0066,F066,web講演会
2025-02-15,D0066,F066,web講演会
2025-03-06,D0066,F066,web講演会
2025-05-12,D0066,F066,web講演会
2025-06-29,D0066,F066,web講演会
2025-10-01,D0066,F066,web講演会
2025-10-14,D0066,F066,web講演会
2025-10-21,D0066,F066,web講演会
2025-11-14,D0066,F066,web講演会
2025-12-13,D0066,F066,web講演会
2024-11-07,D0116,F116,e-contents
2025-03-12,D0116,F116,e-contents
2025-03-18,D0116,F116,e-contents
2025-04-15,D0116,F116,e-contents
2025-04-24,D0116,F116,e-contents
2025-07-14,D0116,F116,e-contents
2025-08-08,D0116,F116,e-contents
2025-11-30,D0116,F116,e-contents
2024-09-28,D0258,F180,web講演会
2024-10-10,D0258,F180,web講演会
2025-02-10,D0258,F180,web講演会
2025-03-13,D0258,F180,web講演会
2025-03-18,D0258,F180,web講演会
2025-04-26,D0258,F180,web講演会
2025-05-03,D0258,F180,web講演会
2025-07-05,D0258,F180,web講演会
2025-09-10,D0258,F180,web講演会
2025-11-26,D0258,F180,web講演会
2025-12-04,D0258,F180,web講演会
2025-12-25,D0258,F180,web講演会
2025-12-26,D0258,F180,web講演会
2023-09-06,D0258,F180,Webinar
2023-10-20,D0258,F180,Webinar
2023-11-30,D0258,F180,Webinar
2023-12-03,D0258,F180,Webinar
2024-01-09,D0258,F180,Webinar
2024-02-04,D0258,F180,Webinar
2024-02-24,D0258,F180,Webinar
2024-03-22,D0258,F180,Webinar
2024-05-26,D0258,F180,Webinar
2024-07-14,D0258,F180,Webinar
2024-11-21,D0258,F180,Webinar
2024-12-10,D0258,F180,Webinar
2025-01-19,D0258,F180,Webinar
2025-03-08,D0258,F180,Webinar
2025-03-24,D0258,F180,Webinar
2025-03-29,D0258,F180,Webinar
2025-04-30,D0258,F180,Webinar
2025-05-29,D0258,F180,Webinar
2025-06-07,D0258,F180,Webinar
2025-08-22,D0258,F180,Webinar
2025-09-08,D0258,F180,Webinar
2025-09-15,D0258,F180,Webinar
2025-10-30,D0258,F180,Webinar
2023-08-05,D0258,F180,e-contents
2023-09-21,D0258,F180,e-contents
2023-10-24,D0258,F180,e-contents
2024-03-13,D0258,F180,e-contents
2024-03-31,D0258,F180,e-contents
2024-05-16,D0258,F180,e-contents
2024-06-21,D0258,F180,e-contents
2024-06-25,D0258,F180,e-contents
2024-06-29,D0258,F180,e-contents
2024-11-01,D0258,F180,e-contents
2024-11-09,D0258,F180,e-contents
2025-01-25,D0258,F180,e-contents
2025-02-11,D0258,F180,e-contents
2025-04-26,D0258,F180,e-contents
2025-07-13,D0258,F180,e-contents
2025-07-14,D0258,F180,e-contents
2025-10-20,D0258,F180,e-contents
2024-05-16,D0036,F036,Webinar
2024-07-14,D0036,F036,Webinar
2024-07-20,D0036,F036,Webinar
2024-10-15,D0036,F036,Webinar
2024-11-09,D0036,F036,Webinar
2024-11-17,D0036,F036,Webinar
2024-12-02,D0036,F036,Webinar
2024-12-10,D0036,F036,Webinar
2024-12-26,D0036,F036,Webinar
2025-01-29,D0036,F036,Webinar
2025-02-23,D0036,F036,Webinar
2025-03-06,D0036,F036,Webinar
2025-03-26,D0036,F036,Webinar
2025-05-21,D0036,F036,Webinar
2025-07-31,D0036,F036,Webinar
